user_id,item_id,behavior_type,user_geohash,user_item_category,time,item_geohash,item_item_category
64355869,370751267,1,95s3fv3,11489,2014-12-11 22,,
16124265,349008919,1,,6327,2014-12-04 22,,
48809451,364033970,1,,2029,2014-11-21 13,,2029
113537369,211786325,1,,11304,2014-11-28 09,,
53560831,142577356,1,97ae0pr,6255,2014-12-11 21,,
123889295,192049604,1,,7195,2014-11-22 23,,
109003876,312988111,1,,12090,2014-12-12 06,,12090
79824809,271707480,3,,5232,2014-12-04 22,,
24314619,133886603,1,,11623,2014-11-29 21,,
53831524,24877149,1,,4370,2014-11-24 13,,
65982317,53988302,1,,5399,2014-12-16 10,,
81878304,172036611,1,,1755,2014-12-14 14,,
42049337,138932717,1,,8650,2014-12-08 17,,
44683766,1530017,1,,9559,2014-12-18 13,,
59323197,1450757,1,,9025,2014-12-07 20,,
54276328,110404229,1,94w4w5s,9847,2014-12-08 10,,
32922636,37791305,1,,13500,2014-12-14 17,,13500
126025982,84728966,1,955kjv5,1854,2014-12-16 22,,
14157293,399006733,1,,5232,2014-11-25 10,,
72306639,213481788,1,9rgccat,10567,2014-12-15 16,,
2934039,382246727,1,9psrevi,4195,2014-12-15 12,,
72306639,206142404,1,9rgccec,13318,2014-12-18 11,,
33298619,183250888,1,96heb63,5271,2014-12-09 13,,
25368165,351523488,1,,10364,2014-11-24 17,,10364
36513563,272775061,1,,4250,2014-11-26 09,,
5460550,125167990,1,,895,2014-12-08 20,,
116718712,300188674,1,,1083,2014-11-21 07,,
134109810,125425380,1,,8877,2014-12-15 22,,
69579136,181905296,1,,6513,2014-12-16 07,,
97073377,31984768,1,,4778,2014-12-01 13,,4778
106976106,151641229,1,,12441,2014-11-25 17,,
26857882,337566735,1,,508,2014-12-01 21,,
12472346,338530403,1,,6344,2014-11-20 21,,
12472346,379533781,1,,10576,2014-12-10 21,,10576
131112654,315919691,1,,1800,2014-12-12 01,,
42447641,189597392,1,,6512,2014-12-04 21,,
53916276,15405993,1,,11279,2014-11-24 13,,
53916276,219936825,1,9rdkvjp,5454,2014-12-09 20,,
8231529,152167882,1,,11279,2014-12-12 00,,
60890401,378175696,1,,1863,2014-12-03 16,,
82435724,69179616,3,,4245,2014-11-23 20,,4245
11731068,62301379,1,96k39jn,5399,2014-11-26 13,,
133088851,383487902,1,,10120,2014-11-28 11,,10120
121777817,307616794,1,9rg261p,2993,2014-12-09 22,,
130011402,152666581,1,,11279,2014-11-28 12,,
135347247,143939025,1,,12855,2014-11-28 15,,
45433328,403422894,1,,2369,2014-12-11 23,,
45433328,274167844,1,,444,2014-12-06 08,,
52853607,2089393,1,,4468,2014-11-26 22,9569w5s,4468
57846106,203622167,1,,438,2014-12-04 00,,438
76568368,50466393,1,,10314,2014-12-03 21,,
76568368,335798504,1,,5027,2014-12-02 21,,
96610296,144452877,3,,3064,2014-12-11 22,,3064
19010396,236709747,1,,8681,2014-12-02 00,,
118996710,297448735,1,,4640,2014-12-06 15,,
27840504,252030296,1,,6513,2014-12-08 07,,
31732015,32527122,1,9h03qom,11135,2014-12-14 09,,
12571684,53568090,1,,11300,2014-11-20 22,,
33213066,90873401,1,,3783,2014-11-21 22,,
33213066,355281922,1,,8877,2014-12-12 12,,
26957136,158649050,1,,2415,2014-12-02 00,,
41986655,372756223,1,,4370,2014-11-25 10,,
47257431,17668350,1,,9516,2014-11-29 11,,
47257431,11306703,1,,10223,2014-12-01 19,,
11612875,387253274,1,,2883,2014-12-02 22,,
12373370,171415667,1,,1863,2014-11-24 21,,
122129618,113153774,1,,8874,2014-12-12 01,,
18396338,261480173,1,95qodle,13041,2014-11-30 22,,
18927299,57487013,2,9rgu1l3,14079,2014-12-16 12,,
79112468,58070601,1,,10984,2014-11-23 10,,
79112468,120886159,3,,5480,2014-12-17 22,,5480
22393155,325317529,1,95q32nu,10064,2014-12-15 16,,
91351115,189046475,1,,10894,2014-11-28 15,,
28373415,132477091,2,,4116,2014-11-19 23,,
30701625,293861662,1,9r5f7pf,11537,2014-12-12 12,,
69599332,79385559,2,95ricrv,5454,2014-12-12 12,,
59248477,250771422,1,96kaj97,5399,2014-12-06 23,,
111325865,309920287,1,,1083,2014-12-09 00,,
109099701,188291315,1,,3793,2014-12-11 21,,
111325865,381224004,1,,1863,2014-12-10 21,,
12214179,67584141,1,,12630,2014-11-18 20,,12630
122150914,262965095,1,,5027,2014-12-12 16,,
17048049,220384335,1,9rn9juv,6315,2014-11-28 10,,
36673681,112816099,1,,5454,2014-12-17 17,,
3712578,28639768,1,,6252,2014-11-25 00,,
131466845,116570488,1,,8132,2014-12-15 23,,
14759968,265433894,1,,2730,2014-11-27 07,,
15386874,390429053,4,,11279,2014-11-23 01,,
15386874,97655171,1,,6000,2014-12-14 11,,
41081290,171574508,1,,6045,2014-11-19 14,,
71208218,126002020,1,9oa31oc,5027,2014-12-12 21,,
64187025,27489316,1,95q4ood,5571,2014-12-09 11,,
64187025,177661107,1,95q4od5,11279,2014-12-14 12,,
7144740,293828271,1,94n73ro,9807,2014-12-09 21,,
56462249,62100264,1,9rnnf4g,6513,2014-12-12 15,,
56462249,334233679,1,,5894,2014-12-16 13,,
83275852,217190530,3,,7708,2014-11-24 15,,
26081392,194628384,2,fgfhn3u,2825,2014-11-24 15,,
83275852,194048705,1,,13615,2014-11-21 16,,
96636051,370002818,1,,410,2014-12-15 10,,
10773940,55706162,1,,6255,2014-12-04 07,,
1156843,348997539,1,,5894,2014-11-28 22,,
60964944,298290443,1,,6247,2014-12-14 08,,6247
93687523,43291996,1,94evdfu,2825,2014-11-21 21,,
118814309,184026385,1,,437,2014-12-18 22,,
32445953,350066622,1,,5263,2014-12-11 17,,
8913893,173232826,1,,3064,2014-11-29 17,,3064
45051306,97228014,1,9421fet,11311,2014-11-27 08,,
121637419,114816471,1,99ct2g4,10314,2014-12-14 23,,
36953591,317105333,1,,4839,2014-12-10 20,,
58207544,189698327,1,9q402rn,418,2014-11-19 09,,
49566088,78072713,1,95olh43,437,2014-12-17 18,,
51932351,16442444,1,,3424,2014-12-09 19,,
19277570,236343694,1,,6513,2014-11-21 06,,
73278658,320757718,1,,12189,2014-11-22 01,,
19277570,74540593,1,95v3gro,9516,2014-11-22 15,,
110883373,200234211,1,,9261,2014-11-26 02,,
16676403,337317657,1,,11279,2014-11-30 22,,
110007607,107773227,1,95qfdtl,10242,2014-12-02 20,,
611920,207697836,1,,2284,2014-12-09 14,,2284
24690079,140811575,1,,10567,2014-12-13 14,,
25778057,135612216,1,,7428,2014-11-18 19,,
27809186,280283746,1,,1863,2014-11-26 17,,
120594014,268596278,1,,5399,2014-12-10 11,,
3512329,231199874,1,95qpv4w,11279,2014-12-13 16,,
120594014,260385658,2,,1863,2014-12-02 21,,
27499498,174998044,1,,6513,2014-11-25 12,,
77455354,57982972,1,,5395,2014-11-27 13,,
132564529,21959933,1,,5623,2014-12-02 07,,
4174826,217827011,3,,7707,2014-12-02 18,,
100757305,238576829,1,,13230,2014-12-13 00,,
138505346,362092687,1,,12141,2014-11-22 11,,
70891589,23884792,1,,1152,2014-11-21 09,,
101456770,367920096,1,,3673,2014-12-12 02,,
82335494,386232429,1,95vjtg3,508,2014-11-18 17,,
99346682,19355916,1,,1083,2014-12-07 21,,
138590516,32984041,1,954f0vc,451,2014-12-12 13,,
96838576,240742062,1,ff34tnj,6576,2014-11-28 22,,
82389748,234604353,1,,4076,2014-11-26 13,,
128055612,20064669,1,9931rvb,10533,2014-12-11 23,,
96865786,226071007,1,9rdmce1,5894,2014-11-23 21,,
764564,64986458,1,,1863,2014-12-09 21,,
139435539,379687755,1,,2825,2014-11-29 09,,
89901261,228724638,1,,5514,2014-11-21 09,,
126943639,339274339,1,,288,2014-12-02 18,,
106998000,131108588,2,,3321,2014-11-19 13,,3321
92706593,3487908,1,,12015,2014-11-20 02,,
115378138,156149789,1,,6084,2014-11-25 22,,
20632602,251318719,1,,5027,2014-11-25 10,,
92706593,371814191,3,,5623,2014-11-20 01,,
31503308,57571319,1,,2883,2014-12-17 21,,
137182431,395899736,1,,13338,2014-12-01 01,,
32874098,213895017,1,,3628,2014-12-02 06,,
36863326,156641612,1,,3960,2014-12-17 22,,3960
85633095,195640675,1,,8771,2014-11-28 21,,
45649071,27597685,1,,5649,2014-11-23 23,,
86239261,192204361,1,,12630,2014-11-27 17,,12630
119278510,54443255,1,,767,2014-12-17 03,,
9371856,146074893,1,97u61dt,9559,2014-11-24 08,,
45649071,222081486,1,ffbu6v2,5395,2014-12-18 17,,
45649071,311296507,1,ffbu6vc,5894,2014-12-13 17,,
116187349,339550882,1,,1723,2014-12-15 18,,
6437749,305069732,1,,552,2014-12-14 00,,
122694692,102205516,1,,11379,2014-11-29 22,,
4077888,121152106,1,,4640,2014-11-20 12,,
65504626,281345370,1,,4097,2014-12-14 15,,
71611159,388998815,1,,12630,2014-12-12 11,,12630
5315279,67101953,1,,10533,2014-12-12 03,,
89931825,60378799,1,,6513,2014-11-29 20,,
65504626,112312787,1,,767,2014-12-12 06,,
89931825,30767595,1,94vidml,10314,2014-12-16 17,,
83423107,241306819,1,95qquc6,6724,2014-11-24 13,,
75500533,31316659,1,,12855,2014-12-03 14,,
116232438,126527136,1,,10703,2014-12-09 20,,
23130998,56415502,1,9r7l0bq,11834,2014-11-23 20,,
7853740,252809276,1,,3321,2014-11-25 02,,3321
81613966,308145310,1,97pf12l,5027,2014-11-18 22,,
116509312,5351995,2,95mhdop,7401,2014-11-21 18,,7401
73136910,238381987,1,,12621,2014-12-13 22,,
93842000,292403205,1,,7359,2014-12-04 12,,
93842000,261680462,1,,8270,2014-12-05 19,,8270
25535039,304798802,1,,3647,2014-11-28 23,,
90442425,251040303,1,,3994,2014-11-18 18,,
90442425,385725238,1,,8649,2014-12-07 20,,
77055357,42189086,1,9qkdn5r,1121,2014-12-11 18,,
24033530,171666162,1,,1121,2014-11-30 21,,
116936810,324433970,1,,288,2014-11-29 16,,
51429394,224511403,1,,13823,2014-12-03 13,,
24033530,352945583,1,,5689,2014-11-27 20,,
52741439,400435696,1,990cpcq,11652,2014-12-12 17,,
52741439,250450497,1,990cpce,1843,2014-12-09 16,,
16916141,275681666,1,,3783,2014-12-13 10,,
121085565,278261500,1,,5454,2014-11-23 03,,
130270245,135630664,1,,432,2014-12-09 00,,
56575580,348475982,1,95ucwr5,814,2014-11-19 15,,
16920338,33171019,1,,14079,2014-12-17 17,,
130540064,45461378,1,99s4e3a,5027,2014-12-12 08,,
43245800,28353836,1,,13334,2014-12-03 01,,
141116266,157490064,1,,3960,2014-12-07 20,,3960
130270245,69455651,1,,5894,2014-12-07 01,,
71582654,323583188,1,99fd9od,2993,2014-11-29 19,,
73034210,214381405,1,99ctq7b,4539,2014-12-13 21,,
13538176,162488584,1,,1527,2014-11-23 23,,1527
85193905,245051302,3,,5232,2014-12-10 16,,
76558003,84011600,1,,10431,2014-11-28 12,,10431
60753044,335115848,3,,8986,2014-12-01 12,,
105638508,139367861,1,,3760,2014-12-09 18,,
3714513,6859872,1,,6255,2014-12-06 10,,
65143114,250348767,1,,10533,2014-11-25 21,,
37545822,193753788,1,,9363,2014-11-25 22,,
64699430,100946235,1,,1863,2014-12-02 12,,
89183161,379559856,1,,472,2014-11-22 09,,
135171817,111617266,1,,1863,2014-12-10 19,,
47874120,58059975,1,,10187,2014-12-11 22,,
117961451,291631994,2,94kf6qp,13230,2014-12-10 11,,
104688634,159582928,1,95l7vt4,4245,2014-11-19 18,,4245
125634150,13673027,1,946voog,814,2014-12-12 23,,
65544144,272271376,1,,3628,2014-12-17 04,,
131302242,363832024,1,,10507,2014-12-04 11,,
28106685,110444283,1,,9752,2014-11-30 21,,
29388134,364961243,1,,4230,2014-12-03 11,,4230
36513563,327720836,1,,12626,2014-12-09 21,,
28975138,67310851,1,,9637,2014-12-15 01,,
86717393,99237749,1,,12996,2014-11-21 20,,12996
123446005,10988706,1,9rgtt0d,2901,2014-12-13 14,,
123577855,355177348,1,,7079,2014-11-25 18,,
71361569,35056592,1,,7167,2014-12-11 23,,
77630573,326714905,1,,9569,2014-11-22 00,,9569
11197151,211025142,1,,6513,2014-12-11 11,,
82048591,394755434,1,,7530,2014-12-14 22,,
9090200,121179000,1,,11623,2014-12-13 11,,
123995552,50088120,1,,11279,2014-12-02 00,,
62360262,281076323,1,96nanad,7530,2014-12-15 22,,
97951451,277759405,1,,10533,2014-11-29 10,,
109597718,208827951,1,94voakf,6000,2014-11-19 21,,
64376905,216704309,1,,6648,2014-12-11 17,,6648
112649389,31718431,1,955lacj,3424,2014-12-03 12,,
62875614,199054073,2,,1863,2014-12-16 12,,
113114470,139535397,1,,5399,2014-12-14 11,,
112382240,285492124,2,,5027,2014-11-30 23,,
119793858,82157236,1,,10894,2014-11-29 11,,
52525317,264274242,1,,332,2014-12-01 00,,332
82572658,240154938,1,9h599eh,198,2014-12-06 21,,198
129191119,46470557,1,,9516,2014-12-09 12,,
53569008,393881084,1,,6513,2014-12-07 09,,
24474599,113980701,1,,12630,2014-12-14 10,,12630
29301311,373056703,1,,4640,2014-12-04 21,,
24474599,297993472,1,,7995,2014-12-13 22,,7995
97457481,358814136,1,9p02uf6,436,2014-11-30 08,,
33403236,97420581,1,94lppsm,905,2014-12-15 16,,
101190507,317282344,1,,1863,2014-12-18 06,,
109059873,33832786,1,,5894,2014-11-27 06,,
87475354,9032257,1,,5894,2014-12-09 13,,
87895521,179670284,1,,6213,2014-12-04 23,,
55381200,316140475,2,,6673,2014-12-03 19,,
21978171,382347644,1,,437,2014-11-23 00,,
78074373,12327354,1,,9517,2014-11-26 21,,
85684824,253883734,1,,2177,2014-11-21 23,,
105278727,221688020,1,,1083,2014-12-03 12,,
6274948,400290648,1,,6000,2014-12-15 20,,
68735466,59261913,1,,3472,2014-12-02 00,,
135487299,26333265,1,,6255,2014-12-02 08,,
99418963,194736299,1,95wig4c,9849,2014-11-19 19,,
86748372,208039088,1,,6513,2014-12-17 22,,
122183715,192073442,1,94dem5h,8583,2014-12-13 19,,
83073587,332417,1,,6255,2014-12-01 20,,
118986002,261422324,1,,7995,2014-12-10 13,,7995
136227449,294318983,1,,3093,2014-12-05 12,,
83974192,204230851,1,,14079,2014-11-23 00,,
138843810,208107532,1,,4370,2014-12-10 11,,
138843810,355367316,1,950h1on,10392,2014-11-19 17,,
102281568,260953503,1,94deius,292,2014-12-12 22,,
47237907,395523487,1,,13092,2014-12-14 22,,
25509021,139544002,1,95lkbns,6991,2014-11-21 23,,
142081324,372268052,1,,436,2014-11-23 16,,
70241210,23523278,2,96k6kga,9552,2014-12-11 23,,
103728744,315907057,2,95llraf,10894,2014-12-07 12,,
31779961,85757944,1,,11279,2014-12-11 22,,
31779961,120038795,1,,7312,2014-11-26 23,,
51926941,257029902,1,9qkg777,9638,2014-12-14 09,,
109928088,89047692,1,,3060,2014-12-11 21,,
34424883,397356421,1,,2825,2014-11-22 13,,
137531842,241186069,1,,7995,2014-12-08 19,,7995
99018543,16325045,1,,8639,2014-12-03 07,,
121752508,32478808,1,,13230,2014-11-20 22,,
34424883,130511352,1,,5437,2014-12-15 00,,
34424883,137483205,1,,5027,2014-12-03 00,,
80390220,301643276,1,,1083,2014-11-25 16,,
28832473,115854775,1,,9017,2014-12-18 09,,9017
129525953,331764660,1,,6648,2014-12-11 09,,6648
94489517,289418240,1,,3960,2014-12-14 18,,3960
51426415,182827595,1,,8161,2014-11-20 14,,
71778458,345191917,1,9r5f5kg,6295,2014-12-16 09,,
113323725,355455659,1,94j6ula,6795,2014-12-16 20,,
79112468,386070921,1,,5176,2014-11-30 20,,
79112468,228608120,1,,5468,2014-11-21 06,,
87579407,133786561,1,946jq1v,13326,2014-12-11 22,,
112503956,222707782,1,,5027,2014-11-27 14,,
26938449,378208215,1,99ckrrl,5027,2014-12-06 07,,
3694961,323171762,1,956k3tq,13114,2014-11-28 19,,
134058935,211624828,1,99ctjfd,5027,2014-11-18 21,,
135916314,271754538,1,,13107,2014-11-18 14,,
116601793,341371812,1,,12921,2014-12-03 18,,
29716977,30768564,1,9rgtp3l,2260,2014-11-19 23,,
133296696,244711694,1,,11279,2014-12-17 17,,
36593288,329217212,1,,13230,2014-12-07 01,,
110561108,352310718,1,,1863,2014-11-27 03,,
5938241,183261063,1,mtoa6rs,9944,2014-11-23 15,,
123066341,299249589,1,,13038,2014-11-26 10,,
41938273,51200960,1,9h0t0ia,5894,2014-12-18 20,,
77374787,351496940,1,,9517,2014-11-20 22,,
77374787,296312369,1,991o6kw,3783,2014-12-11 18,,
83546635,265814834,1,955hkhm,1863,2014-12-08 09,,
77374787,172784440,1,991o6kv,7428,2014-12-07 15,,
17635361,198444578,1,951igk5,1863,2014-12-09 19,,
32473312,156675718,1,94jrjnv,512,2014-11-23 18,,
108382766,309470452,1,,3892,2014-12-11 13,,
44130547,48462709,1,,838,2014-11-26 21,,
50960524,10471212,1,9rnea7j,13230,2014-12-11 21,,
57475934,136782389,1,95qs0rc,9517,2014-11-28 13,,
113248155,123605399,1,,9101,2014-11-19 15,,
87466107,68531547,1,99ct20h,6513,2014-12-13 23,,
90690816,197346273,1,,13230,2014-11-25 00,,
80775941,15019383,1,,9247,2014-12-13 21,,
90690816,22723126,2,,13230,2014-12-08 01,,
31700289,275211271,1,,3798,2014-12-14 13,,
130041655,378210043,1,99ctiqw,13230,2014-12-06 15,,
41120025,200110885,1,,9516,2014-12-04 19,,
142120051,95202269,1,9q92da4,6154,2014-12-08 10,,
128217950,60194191,1,94h3dtp,6982,2014-11-22 16,,
23359188,250622371,1,mtrkw53,3424,2014-12-08 13,,
82853795,237325236,1,,382,2014-12-08 04,,382
83954147,327306891,1,9p3nopa,6344,2014-12-12 22,,
40364641,84353002,1,,8744,2014-12-11 22,,8744
133417766,16160962,1,9qkg76e,12690,2014-12-13 22,,
22981352,254946328,1,95wl799,6513,2014-11-26 22,,
43865641,325873641,1,94ithcg,9598,2014-12-13 18,,
100397503,348016250,1,,12067,2014-11-30 01,,12067
100871846,127404085,1,99ctrbi,446,2014-12-15 11,,
30933630,238981587,1,,13230,2014-12-01 22,,
30933630,84262866,1,,5271,2014-12-12 15,,
91950454,116932438,1,954jaqu,1843,2014-12-06 20,,
98989087,123465932,1,950to1j,2284,2014-12-06 11,,2284
112570004,75523967,1,,1674,2014-11-22 12,,
75070176,48147250,1,,10894,2014-12-10 17,,
86770260,180390125,1,94d0ncq,6513,2014-12-01 22,,
34215574,240913310,1,,1794,2014-12-17 22,,
123922959,375546197,1,,12721,2014-12-02 22,,
43626933,319841424,2,,2828,2014-12-15 02,,
28204658,214688227,1,9rgsdsk,3252,2014-12-04 12,,
88290400,228344632,1,,4441,2014-11-21 01,,4441
52895098,81251809,1,,10392,2014-12-07 21,,
7207480,69444654,1,,7312,2014-12-16 16,,
67268928,256659118,1,,5894,2014-11-26 19,,
74577535,291772616,1,,5894,2014-11-25 22,,
52895098,286863514,1,,6648,2014-12-03 11,,6648
74577535,278422439,1,,11757,2014-12-02 23,,
63910679,372342108,1,,1863,2014-12-12 09,,
3065306,151311798,1,9rg6dfn,5027,2014-12-10 15,,
140780237,367868848,1,,12580,2014-11-24 18,,
24752182,80156756,1,,1843,2014-12-18 09,,
140780237,235769440,2,,10135,2014-12-03 09,,
25851938,38063851,1,,8877,2014-12-16 14,,
110201893,145433131,1,,7995,2014-11-26 08,,7995
61259086,218248236,1,955k27u,10961,2014-12-05 17,,
115374435,83891739,1,,5273,2014-12-11 23,,5273
116718992,32852787,1,,11824,2014-12-15 09,,
39526193,351805078,1,946wudd,10920,2014-11-30 18,,10920
137670106,240619795,1,96h4mad,8537,2014-12-12 23,,
52660721,396206152,1,9ptpp2t,5395,2014-11-26 20,,
32019585,175992648,1,,5399,2014-12-09 20,,
39526193,361601634,1,,10523,2014-12-03 14,,
101305944,308256558,1,,2949,2014-11-20 13,,
107376559,68432030,1,,11279,2014-12-02 00,,
58188922,38644070,1,,3798,2014-11-23 19,,
108786121,33970872,1,,5533,2014-12-13 23,,5533
6452476,324068522,1,946l6sq,5027,2014-11-25 23,,
112171699,197261671,1,94h2qh1,2160,2014-11-23 21,,
64784548,244485300,1,94gmbmu,6000,2014-12-10 23,,
94096435,265889325,1,95qb3e9,9516,2014-12-12 23,,
74056904,338067141,1,,5399,2014-11-23 23,,
71929773,102941597,1,,3381,2014-12-11 14,,
94209509,216581460,1,,5395,2014-12-16 11,,
130216411,225961104,1,,3093,2014-12-11 16,,
13232080,133069315,1,,14079,2014-12-05 15,,
65820387,345457401,1,,2369,2014-11-20 17,,
113972956,321286355,1,,12345,2014-11-25 15,,
110205306,365887099,1,,6576,2014-11-18 18,,
12210870,322033089,1,,7961,2014-11-21 18,,
55207467,48847976,1,99ujiwe,5027,2014-12-17 22,,
28967361,200202667,1,,1121,2014-12-12 13,,
123842164,121254377,1,9q0ltgp,6054,2014-12-07 19,,
136487187,232214924,1,,1863,2014-12-16 09,,
56063372,315376580,1,9r7d4et,4676,2014-12-18 18,,
59781040,81043001,1,,1169,2014-11-25 18,,1169
103982848,90866315,1,mtdklw0,4830,2014-11-26 20,,4830
21754104,257673852,1,,13230,2014-12-16 20,,
63759289,321383107,1,,10944,2014-12-03 12,,
43916471,319647577,1,95ugent,10567,2014-12-05 23,,
28483040,116677219,1,99ctcss,12569,2014-12-02 22,,
107471039,234632138,1,9qnl3ii,9559,2014-11-19 10,,
85308332,96843980,1,,4753,2014-12-14 20,,
96936392,177820717,1,,6512,2014-12-06 13,,
39096760,284981420,1,99pwv1e,6648,2014-12-08 08,,6648
40833290,104612486,1,,11824,2014-12-02 11,,
11141921,394860163,1,94vg6k3,12370,2014-11-21 12,,12370
96389962,107156664,1,,2993,2014-12-16 15,,
418175,292820709,1,9qkg6ne,5492,2014-11-21 23,,
77163935,262173200,2,,5689,2014-12-15 10,,
35745255,159297957,1,,5399,2014-12-04 22,,
92780565,384095431,1,,2993,2014-12-17 01,,
116867259,145866391,1,,8877,2014-12-09 00,,
133152667,369057176,1,,9205,2014-12-16 21,,9205
55192915,391509592,1,,5894,2014-11-18 22,,
128521783,377472450,1,,4245,2014-12-16 00,,4245
97318772,166634475,1,94o5u0p,1618,2014-12-17 09,,
132155086,261827359,1,,11279,2014-12-01 15,,
22497620,281440389,1,,4625,2014-11-27 13,,
80954170,25283109,1,99ctj47,10392,2014-12-02 19,,
126143015,399895268,1,,10431,2014-12-15 00,,10431
80954170,102955594,1,99ctiqk,3628,2014-11-24 15,,
44193672,322157771,1,,3798,2014-11-19 13,,
139795059,355179894,1,,1863,2014-12-01 19,,
65236950,387898894,3,,9102,2014-12-03 21,,
16911051,52248359,1,,889,2014-11-24 23,,
21669502,181189439,2,950hqm1,3846,2014-12-10 11,,3846
3318666,195949179,1,,9247,2014-11-24 01,,
14012650,275788932,1,ffadr9g,10590,2014-12-03 11,,
128213972,168895423,1,9qkrdph,5027,2014-11-22 20,,
83851924,344202764,1,,5271,2014-12-13 20,,
14137229,355425631,1,mti1iea,11537,2014-11-18 14,,
48700638,75443099,1,,6000,2014-12-14 00,,
28226509,33559828,1,94ivkkh,12488,2014-12-05 08,,
97221179,187034741,2,,5027,2014-11-26 19,,
97175671,130336771,1,96knilr,1863,2014-12-09 18,,
95301715,365752120,1,,5271,2014-11-24 21,,
34163245,404467510,2,mto2ilm,12630,2014-12-09 07,,12630
18649051,311564697,1,,2274,2014-11-19 19,,
85506999,114369145,1,,5545,2014-11-21 21,,
74534491,226609319,1,9r7lupt,8291,2014-11-22 17,,
57949136,237958339,1,,2993,2014-11-24 16,,
97126088,95048113,1,,5273,2014-11-22 01,,5273
12322077,105728605,3,,6977,2014-11-23 22,,
22577104,150563006,1,97rcle7,3628,2014-12-05 18,,
120329032,365449953,1,,10894,2014-12-09 20,,
71238931,326218783,2,mtobg2r,1083,2014-12-13 14,,
118545642,277890528,1,,9820,2014-12-15 10,,
3282021,101463800,1,,10533,2014-12-17 10,,
140990654,117741647,1,,2825,2014-11-18 23,,
140990654,140109720,1,,9559,2014-11-30 15,,
120329032,317865318,1,,6513,2014-12-10 04,,
50673557,244980477,1,,10894,2014-12-06 08,,
77339861,366806272,1,956sewt,2825,2014-12-01 08,,
43735631,268972210,1,956pfa2,5468,2014-12-01 09,,
50673557,83962153,1,,7549,2014-12-03 13,,
33448326,374553986,2,99ct6hq,3636,2014-12-13 17,,
33448326,363152447,1,,10431,2014-11-25 02,,10431
57728595,147087248,1,,2226,2014-12-01 03,,
55060722,133019026,1,,10028,2014-12-18 14,,
82384961,65373882,3,,6576,2014-11-22 20,,
43409746,359373138,1,,1965,2014-11-21 15,,
76732078,198546595,1,,12570,2014-11-22 19,,12570
65400270,307633615,1,,2284,2014-11-25 07,,2284
102049484,116808576,1,97r31h3,6648,2014-12-11 22,,6648
116113058,74687588,1,,6000,2014-11-30 22,,
8354126,137948511,1,,6818,2014-12-10 09,,
56676769,179014386,1,950spwi,11406,2014-12-14 11,,11406
120323515,61399612,1,96nrrb5,10894,2014-11-27 08,,
82905542,135695794,1,,10894,2014-12-05 20,,
62007671,313324671,1,,6225,2014-11-29 16,,6225
137115052,67791892,1,94i5795,6825,2014-12-12 22,,
84916776,391060824,1,9rfhlav,12189,2014-12-09 12,,
83313393,332139734,1,,4210,2014-11-24 09,,
66150030,39351559,1,,9618,2014-12-09 12,,9618
97425189,70928534,1,,11914,2014-12-13 07,,
97425189,36131650,1,,107,2014-12-12 01,,
141116365,51598849,1,,11552,2014-11-19 15,,
103610059,34734026,1,,5399,2014-12-09 04,,
89349895,163724044,1,mtj9kuc,1421,2014-12-18 09,,
90019648,330830443,1,,6000,2014-12-13 06,,
110033398,130000165,1,,10901,2014-12-08 13,,
34194469,156753237,1,963bobo,10364,2014-11-22 14,,10364
35306096,66791088,3,,11178,2014-11-29 09,,
35306096,321416057,4,,814,2014-12-12 23,,
9524175,369857677,1,,3798,2014-12-08 05,,
9524175,194671374,1,9p0hacp,2993,2014-12-03 10,,
26920547,295351114,1,,3628,2014-12-15 14,,
12122714,246417270,1,,12488,2014-12-05 16,,
109056742,329688863,1,9r2sji9,5399,2014-12-12 11,,
42208524,333889603,1,9579eqb,5894,2014-11-20 16,,
56708793,378274260,1,,1346,2014-12-02 10,,
38839327,281392580,1,,13230,2014-12-05 12,,
19145056,93336990,1,,3942,2014-11-28 11,,3942
4903043,380695941,1,,1080,2014-11-29 04,,
93850991,122508867,3,,12067,2014-11-21 23,,12067
138735272,11910533,1,,12221,2014-12-07 22,,12221
138735272,293392163,1,,8270,2014-12-07 10,,8270
21806254,329052405,1,95wqeih,13416,2014-11-21 21,,
62355811,254092603,2,,11475,2014-12-03 21,,
8205078,237903529,1,92tjlgl,11623,2014-12-17 18,,
44059193,337793821,1,,3252,2014-11-27 17,,
75321867,119366582,2,99ct2m1,8426,2014-12-09 11,,
50904788,261644607,1,,5395,2014-12-14 19,,
75321867,159555960,1,99ct1fl,6513,2014-12-03 17,,
43857558,305820490,1,,5399,2014-11-26 22,,
82914173,182186980,3,,4264,2014-11-21 11,,
87901815,298579463,1,,2825,2014-11-21 11,,
117779747,335794744,1,,12172,2014-12-05 10,,
83570876,91573241,1,94fpfja,11824,2014-12-06 22,,
54168401,215983751,1,,5027,2014-12-12 20,,
74593955,163481,1,9rb0cr0,11821,2014-12-18 14,,
114249224,392368791,1,,8611,2014-12-05 14,,
56735134,125350129,1,,5894,2014-12-14 00,,
19037604,349360883,1,9411o67,24,2014-12-12 07,,24
19463984,333250892,1,956ru7v,6513,2014-11-24 20,,
93675262,219339977,1,,5027,2014-12-07 18,,
126690366,98204826,1,,1451,2014-11-20 21,,
98796708,251708532,1,9rg3mcf,6700,2014-11-30 08,,6700
114233479,30670160,1,,10661,2014-11-19 20,,
